"word","n","relative_frequency"
"paciencia",38,9.82546864899806e-05
"parar",38,9.82546864899806e-05
"perlas",38,9.82546864899806e-05
"salido",38,9.82546864899806e-05
"viejo",38,9.82546864899806e-05
"volvieron",38,9.82546864899806e-05
"caído",37,9.56690368455074e-05
"correr",37,9.56690368455074e-05
"cualquiera",37,9.56690368455074e-05
"dolorida",37,9.56690368455074e-05
"entrambos",37,9.56690368455074e-05
"galeras",37,9.56690368455074e-05
"gentil",37,9.56690368455074e-05
"hacían",37,9.56690368455074e-05
"hamete",37,9.56690368455074e-05
"hecha",37,9.56690368455074e-05
"iglesia",37,9.56690368455074e-05
"juntos",37,9.56690368455074e-05
"justo",37,9.56690368455074e-05
"molido",37,9.56690368455074e-05
"mostraba",37,9.56690368455074e-05
"prosigue",37,9.56690368455074e-05
"reyes",37,9.56690368455074e-05
"sala",37,9.56690368455074e-05
"trabajos",37,9.56690368455074e-05
"viese",37,9.56690368455074e-05
"vivir",37,9.56690368455074e-05
"baja",36,9.30833872010343e-05
"camacho",36,9.30833872010343e-05
"desto",36,9.30833872010343e-05
"echar",36,9.30833872010343e-05
"experiencia",36,9.30833872010343e-05
"gentes",36,9.30833872010343e-05
"grandísimo",36,9.30833872010343e-05
"haría",36,9.30833872010343e-05
"labradora",36,9.30833872010343e-05
"morir",36,9.30833872010343e-05
"obligado",36,9.30833872010343e-05
"palos",36,9.30833872010343e-05
"pasos",36,9.30833872010343e-05
"sepultura",36,9.30833872010343e-05
"serlo",36,9.30833872010343e-05
"sierra",36,9.30833872010343e-05
"título",36,9.30833872010343e-05
"viniese",36,9.30833872010343e-05
"asimesmo",35,9.04977375565611e-05
"ausencia",35,9.04977375565611e-05
"celada",35,9.04977375565611e-05
"cien",35,9.04977375565611e-05
"costa",35,9.04977375565611e-05
"creyendo",35,9.04977375565611e-05
"cristiana",35,9.04977375565611e-05
"cumplir",35,9.04977375565611e-05
"decían",35,9.04977375565611e-05
"dígame",35,9.04977375565611e-05
"encantador",35,9.04977375565611e-05
"engaño",35,9.04977375565611e-05
"entrañas",35,9.04977375565611e-05
"guardar",35,9.04977375565611e-05
"imagino",35,9.04977375565611e-05
"industria",35,9.04977375565611e-05
"llevado",35,9.04977375565611e-05
"locuras",35,9.04977375565611e-05
"pasados",35,9.04977375565611e-05
"pedazos",35,9.04977375565611e-05
"presteza",35,9.04977375565611e-05
"profesión",35,9.04977375565611e-05
"quedaba",35,9.04977375565611e-05
"querido",35,9.04977375565611e-05
"queréis",35,9.04977375565611e-05
"ricote",35,9.04977375565611e-05
"soldado",35,9.04977375565611e-05
"vale",35,9.04977375565611e-05
"acudió",34,8.79120879120879e-05
"coche",34,8.79120879120879e-05
"damas",34,8.79120879120879e-05
"dellas",34,8.79120879120879e-05
"entraron",34,8.79120879120879e-05
"facilidad",34,8.79120879120879e-05
"hacerse",34,8.79120879120879e-05
"hice",34,8.79120879120879e-05
"juro",34,8.79120879120879e-05
"lecho",34,8.79120879120879e-05
"leones",34,8.79120879120879e-05
"llevaban",34,8.79120879120879e-05
"moza",34,8.79120879120879e-05
"ocho",34,8.79120879120879e-05
"pagar",34,8.79120879120879e-05
"parecen",34,8.79120879120879e-05
"punta",34,8.79120879120879e-05
"sale",34,8.79120879120879e-05
"sombra",34,8.79120879120879e-05
"éstas",34,8.79120879120879e-05
"alforjas",33,8.53264382676147e-05
"andado",33,8.53264382676147e-05
"barca",33,8.53264382676147e-05
"calle",33,8.53264382676147e-05
"cualquier",33,8.53264382676147e-05
"cuello",33,8.53264382676147e-05
"daban",33,8.53264382676147e-05
"decirse",33,8.53264382676147e-05
"dejaba",33,8.53264382676147e-05
"deseaba",33,8.53264382676147e-05
"encantamento",33,8.53264382676147e-05
"jaula",33,8.53264382676147e-05
"naturaleza",33,8.53264382676147e-05
"número",33,8.53264382676147e-05
"pláticas",33,8.53264382676147e-05
"podré",33,8.53264382676147e-05
"ponerse",33,8.53264382676147e-05
"recibió",33,8.53264382676147e-05
"refranes",33,8.53264382676147e-05
"seguir",33,8.53264382676147e-05
"segundo",33,8.53264382676147e-05
"solos",33,8.53264382676147e-05
"temeroso",33,8.53264382676147e-05
"vive",33,8.53264382676147e-05
"admirado",32,8.27407886231416e-05
"ancas",32,8.27407886231416e-05
"ayuda",32,8.27407886231416e-05
"bacía",32,8.27407886231416e-05
"burlas",32,8.27407886231416e-05
"carne",32,8.27407886231416e-05
"condesa",32,8.27407886231416e-05
